z,k_s_per_km,p1d_kms,e_stat_kms,e_syst_kms,e_total_kms,pfid_kms
2.8000,0.04700565,1.84429281,0.38119760,1.00479396,1.07467321,3.16803800
2.8000,0.04810055,1.52614304,0.42529774,1.01745942,1.10277008,3.10371530
2.8000,0.04922096,0.39483363,0.47775121,1.03107818,1.13638393,3.08053150
2.8000,0.05036746,0.65054364,0.56698095,1.04326730,1.18738118,3.04139020
2.8000,0.05154067,1.58275595,0.81062277,1.05221064,1.32825318,2.99012560
2.8000,0.05274120,0.01719054,1.90390219,1.05482142,2.17657800,3.09987320
3.0000,0.00025000,38.90369478,4.30593858,7.21557060,8.40271183,24.33266000
3.0000,0.00075000,51.68124982,0.75329592,1.92442635,2.06660870,37.96447800
3.0000,0.00125000,47.24938385,0.61608859,0.77019919,0.98629202,41.07304300
3.0000,0.00175000,43.56681090,0.58733777,0.41020362,0.71640259,41.12258300
3.0000,0.00225000,45.25843229,0.56590215,0.28580992,0.63398151,40.24537400
3.0000,0.00275000,42.30644003,0.53845174,0.23123863,0.58600476,39.00968700
3.0000,0.00325000,40.04106072,0.51522400,0.20733919,0.55537852,37.64995900
3.0000,0.00375000,34.03400333,0.49449586,0.19546944,0.53172781,36.26973600
3.0000,0.00425000,31.78122370,0.47680044,0.18999502,0.51326091,34.91684600
3.0000,0.00475000,32.36040715,0.46145839,0.18851046,0.49847772,33.61330500
3.0000,0.00525000,32.15939896,0.44770334,0.18982467,0.48628355,32.36704300
3.0000,0.00575000,31.87256217,0.43439121,0.19328807,0.47545347,31.17919700
3.0000,0.00625000,27.93119497,0.42133614,0.19836831,0.46569747,30.05018000
3.0000,0.00675000,26.32868300,0.40911636,0.20491220,0.45756443,28.97804800
3.0000,0.00725000,25.28150554,0.39804345,0.21264633,0.45128378,27.95887600
3.0000,0.00775000,26.73559477,0.38792524,0.22138060,0.44664904,26.98940170
3.0000,0.00825000,25.55407101,0.37827678,0.23096524,0.44321357,26.06695760
3.0000,0.00875000,23.85385137,0.36889311,0.24125442,0.44077865,25.18806670
3.0000,0.00925000,23.18100976,0.35982800,0.25213845,0.43937454,24.34982100
3.0000,0.00975000,20.34594120,0.35148635,0.26350531,0.43929227,23.54948110
3.0000,0.01025000,21.10373877,0.34403437,0.27526855,0.44060461,22.78459530
3.0000,0.01075000,21.80126929,0.33712405,0.29118981,0.44547069,22.05297170
3.0000,0.01125000,20.96966525,0.33029864,0.29968165,0.44598911,21.35225300
3.0000,0.01175000,19.50221704,0.32353890,0.31219957,0.44960648,20.68058430
3.0000,0.01225000,17.94811740,0.31713406,0.32485851,0.45399016,20.03635770
3.0000,0.01275000,18.08397069,0.31128244,0.33761405,0.45921673,19.41795190
3.0000,0.01325000,18.13354723,0.30568020,0.35042845,0.46501665,18.82379760
3.0000,0.01375000,18.09673007,0.30028110,0.36326864,0.47130971,18.25259800
3.0000,0.01425000,16.22454055,0.29499155,0.37610889,0.47799363,17.70323900
3.0000,0.01475000,15.43584346,0.28992142,0.38892603,0.48509575,17.17448770
3.0000,0.01525000,15.65273740,0.28526875,0.40177990,0.49275283,16.66529160
3.0000,0.01575000,15.49731513,0.28092943,0.41440367,0.50065132,16.17474730
3.0000,0.01625000,14.51684219,0.27672347,0.42703321,0.50885483,15.70193580
3.0000,0.01675000,14.78289213,0.27280561,0.43957123,0.51734493,15.24606710
3.0000,0.01725000,14.37497218,0.26913402,0.45200640,0.52606360,14.80632620
3.0000,0.01775000,13.81917301,0.26555463,0.46432889,0.53490241,14.38203690
3.0000,0.01825000,12.50155668,0.26221969,0.47653087,0.54391253,13.97255660
3.0000,0.01875000,13.76494414,0.25919419,0.48860508,0.55309723,13.57721560
3.0000,0.01925000,13.03138730,0.25656864,0.50054497,0.56247021,13.19543060
3.0000,0.01975000,12.01613690,0.25409875,0.51234578,0.57189542,12.82667300
3.0000,0.02025000,11.81569709,0.25181778,0.52400328,0.58137048,12.47043950
3.0000,0.02075000,11.50738510,0.24964989,0.53551393,0.59084705,12.12619430
3.0000,0.02125000,11.61870202,0.24777221,0.54687461,0.60038563,11.79349900
3.0000,0.02175000,11.24326940,0.24621454,0.55808328,0.60998242,11.47194190
3.0000,0.02225000,11.28177121,0.24496227,0.56965345,0.62008997,11.16108770
3.0000,0.02275000,10.79240701,0.24368707,0.58003777,0.62914800,10.86053940
3.0000,0.02325000,10.26748185,0.24232889,0.59078101,0.63854953,10.56993000
3.0000,0.02375000,10.52597232,0.24122824,0.60136732,0.64794576,10.28889810
3.0000,0.02425000,9.83445232,0.24027924,0.61242216,0.65787158,10.01711010
3.0000,0.02475000,9.71035255,0.23945166,0.62206906,0.66656359,9.75425410
3.0000,0.02525000,9.27937811,0.23876754,0.63218469,0.67577173,9.49996590
3.0000,0.02575000,9.72094213,0.23834349,0.64214542,0.68495136,9.25400780
3.0000,0.02625000,9.12212967,0.23816256,0.65205558,0.69418865,9.01609460
3.0000,0.02675000,9.30130283,0.23802756,0.66190330,0.70340109,8.78592440
3.0000,0.02725000,9.12878846,0.23786593,0.67109221,0.71200067,8.56323800
3.0000,0.02775000,8.81800849,0.23776211,0.68068110,0.72101150,8.34783570
3.0000,0.02825000,8.32582205,0.23799205,0.68962749,0.72953841,8.13939760
3.0000,0.02875000,7.73144503,0.23856677,0.69867031,0.73827793,7.93780520
3.0000,0.02925000,8.19236599,0.23932388,0.70777101,0.74713835,7.74220810
3.0000,0.02975000,7.63125504,0.23955945,0.71645748,0.75544692,7.55855200
3.0000,0.03034939,7.23700229,0.19403504,0.72661077,0.75207235,7.33917580
3.0000,0.03105632,7.30929207,0.19286798,0.73849553,0.76326516,7.08942610
3.0000,0.03177972,7.08238163,0.19269924,0.75066071,0.77499968,6.84905080
3.0000,0.03251996,6.71475395,0.19285127,0.76222887,0.78624708,6.61447540
3.0000,0.03327745,6.08913620,0.19353396,0.77405723,0.79788470,6.38602170
3.0000,0.03405258,6.49826974,0.19477630,0.78585975,0.80963779,6.16389720
3.0000,0.03484577,5.94556096,0.19664091,0.79762862,0.82151023,5.94818030
3.0000,0.03565743,6.01852512,0.19910319,0.80945916,0.83358636,5.73898970
3.0000,0.03648800,5.74968500,0.20271921,0.82207383,0.84669975,5.53643540
3.0000,0.03733791,5.68796298,0.20734909,0.83287694,0.85829927,5.34061390
3.0000,0.03820762,5.09600559,0.21302195,0.84428544,0.87074465,5.15161030
3.0000,0.03909759,4.91615294,0.22005394,0.85584183,0.88367923,4.96959190
3.0000,0.04000829,4.78011254,0.22874993,0.86735780,0.89701510,4.79458260
3.0000,0.04094021,4.83290969,0.23967427,0.87884933,0.91094451,4.62682930
3.0000,0.04189383,4.82753804,0.25305668,0.89033325,0.92559763,4.46635740
3.0000,0.04286966,4.17762552,0.26879795,0.90179549,0.94100342,4.31310630
3.0000,0.04386822,3.54053903,0.28703003,0.91326160,0.95730507,4.16721910
3.0000,0.04489004,3.76565387,0.30836797,0.92475932,0.97481824,4.02951030
3.0000,0.04593567,3.49724984,0.33336575,0.93640593,0.99397626,3.90291670
3.0000,0.04700565,3.39882801,0.36234836,0.94806514,1.01495017,3.78169920
3.0000,0.04810055,2.71692930,0.39610727,0.95959607,1.03813563,3.66467640
3.0000,0.04922096,2.56106187,0.43425836,0.97092460,1.06361408,3.54979510
3.0000,0.05036746,1.72031852,0.47913565,0.98318153,1.09371701,3.47395330
3.0000,0.05154067,0.99807710,0.53586513,0.99692263,1.13181543,3.44313470
3.0000,0.05274120,0.75796641,0.63522625,1.01380177,1.19637219,3.56004710
3.2000,0.00025000,43.64770804,6.00704311,8.71964087,10.58851755,27.78717000
3.2000,0.00075000,63.48003747,1.08773966,2.25455532,2.50323736,44.20435600
3.2000,0.00125000,58.52248801,0.89850525,0.87412944,1.25356052,48.11242400
3.2000,0.00175000,52.34274941,0.85719663,0.44609474,0.96632633,48.36288600
3.2000,0.00225000,53.38268575,0.82698408,0.30052187,0.87989549,47.47571200
3.2000,0.00275000,50.34622095,0.78815909,0.24702311,0.82596318,46.13175700
3.2000,0.00325000,47.99521306,0.75574542,0.22407681,0.78826490,44.61593800
3.2000,0.00375000,40.26580019,0.72683711,0.21249625,0.75726273,43.05730900
3.2000,0.00425000,37.74370803,0.70186017,0.20608181,0.73148986,41.51665900
3.2000,0.00475000,37.30815856,0.67970294,0.20259509,0.70925373,40.02323300
3.2000,0.00525000,38.87602558,0.66010533,0.20114540,0.69007139,38.58828500
3.2000,0.00575000,37.89592524,0.64074928,0.20128828,0.67162237,37.21508700
3.2000,0.00625000,34.17362327,0.62192545,0.20281510,0.65415994,35.90567900
3.2000,0.00675000,32.15174649,0.60407664,0.20555000,0.63809042,34.65850900
3.2000,0.00725000,31.31203715,0.58790053,0.20936268,0.62406712,33.46968700
3.2000,0.00775000,30.96899216,0.57273262,0.21416013,0.61146318,32.33641400
3.2000,0.00825000,31.98239689,0.55820060,0.21982766,0.59992675,31.25584090
3.2000,0.00875000,28.81947878,0.54417240,0.22626240,0.58933715,30.22431680
3.2000,0.00925000,27.53783874,0.53027930,0.23336442,0.57935748,29.23853530
3.2000,0.00975000,25.87606768,0.51790260,0.24105064,0.57125171,28.29576400
3.2000,0.01025000,26.02866312,0.50601967,0.24926130,0.56408076,27.39329620
3.2000,0.01075000,24.97876982,0.49482586,0.26462080,0.56113884,26.52860320
3.2000,0.01125000,25.58687461,0.48419688,0.26681782,0.55284570,25.69956320
3.2000,0.01175000,23.24385389,0.47399032,0.27608046,0.54853190,24.90375750
3.2000,0.01225000,21.36239325,0.46420519,0.28558420,0.54501816,24.13948540
3.2000,0.01275000,21.55613002,0.45536917,0.29528206,0.54272698,23.40489050
3.2000,0.01325000,21.15938925,0.44667692,0.30512788,0.54094667,22.69822680
3.2000,0.01375000,20.41241369,0.43829132,0.31509053,0.53979749,22.01822800
3.2000,0.01425000,20.31498288,0.43005416,0.32513356,0.53912745,21.36337090
3.2000,0.01475000,18.50541879,0.42193288,0.33522814,0.53889262,20.73240720
3.2000,0.01525000,17.94733651,0.41453967,0.34535273,0.53954763,20.12419820
3.2000,0.01575000,17.58481743,0.40786961,0.35548541,0.54104297,19.53765650
3.2000,0.01625000,17.62227201,0.40182670,0.36560695,0.54326158,18.97181580
3.2000,0.01675000,18.26977366,0.39592077,0.37570152,0.54580664,18.42565660
3.2000,0.01725000,17.80483388,0.38956084,0.38575422,0.54823714,17.89839380
3.2000,0.01775000,15.78199997,0.38335895,0.39575326,0.55098524,17.38918550
3.2000,0.01825000,16.19360929,0.37756971,0.40568812,0.55420369,16.89727750
3.2000,0.01875000,14.98448304,0.37230602,0.41554930,0.55793637,16.42196670
3.2000,0.01925000,15.66578875,0.36753092,0.42532883,0.56212418,15.96253090
3.2000,0.01975000,14.52034717,0.36326409,0.43502017,0.56674805,15.51845940
3.2000,0.02025000,14.82778231,0.35938859,0.44461734,0.57170336,15.08908310
3.2000,0.02075000,14.54929179,0.35560792,0.47032988,0.58963310,14.67384770
3.2000,0.02125000,13.82661114,0.35203538,0.46350850,0.58203869,14.27224680
3.2000,0.02175000,13.12266937,0.34852914,0.47279470,0.58737330,13.88377050
3.2000,0.02225000,13.67838450,0.34550872,0.48197021,0.59301902,13.50794570
3.2000,0.02275000,12.97703037,0.34277255,0.49103250,0.59883715,13.14427780
3.2000,0.02325000,12.76358720,0.34025426,0.49997989,0.60477504,12.79240970
3.2000,0.02375000,11.94769366,0.33799916,0.50881124,0.61084557,12.45188460
3.2000,0.02425000,11.99631825,0.33593283,0.51752246,0.61699301,12.12231320
3.2000,0.02475000,12.48000105,0.33385268,0.52626636,0.62322860,11.80332170
3.2000,0.02525000,11.48908249,0.33178451,0.53853598,0.63253613,11.49458060
3.2000,0.02575000,11.47731794,0.32995727,0.54294189,0.63534061,11.19572160
3.2000,0.02625000,10.80625050,0.32845413,0.55121327,0.64165270,10.90639520
3.2000,0.02675000,10.76972881,0.32740156,0.55928715,0.64806936,10.62629820
3.2000,0.02725000,10.28610910,0.32663973,0.56727985,0.65459907,10.35513240
3.2000,0.02775000,9.82786307,0.32601873,0.57515291,0.66112713,10.09265540
3.2000,0.02825000,9.73546357,0.32556131,0.58290706,0.66766070,9.83848370
3.2000,0.02875000,10.08306044,0.32529183,0.59054325,0.67420776,9.59249210
3.2000,0.02925000,9.52255589,0.32503068,0.59806246,0.68067881,9.35359140
3.2000,0.02975000,8.95164030,0.32384206,0.60620308,0.68728150,9.12934800
3.2000,0.03034939,9.32756508,0.26079871,0.61418711,0.66726439,8.86088800
3.2000,0.03105632,8.80691557,0.25781262,0.62823472,0.67907747,8.55516260
3.2000,0.03177972,8.13773404,0.25601538,0.63910155,0.68847270,8.26057270
3.2000,0.03251996,8.24514619,0.25451060,0.64451247,0.69294442,7.97278750
3.2000,0.03327745,8.33226849,0.25375575,0.65450662,0.70197642,7.69219650
3.2000,0.03405258,7.25893957,0.25308791,0.66498107,0.71151481,7.41905970
3.2000,0.03484577,7.25733063,0.25262734,0.67690280,0.72250811,7.15342050
3.2000,0.03565743,7.24655655,0.25309540,0.68489356,0.73016195,6.89544890
3.2000,0.03648800,6.65183282,0.25503290,0.69465304,0.73998961,6.64524640
3.2000,0.03733791,6.49435790,0.25778309,0.70463853,0.75031165,6.40296950
3.2000,0.03820762,6.06638069,0.26092084,0.71460304,0.76074778,6.16869620
3.2000,0.03909759,6.29677396,0.26538695,0.72910598,0.77590319,5.94257330
3.2000,0.04000829,5.86156675,0.27176035,0.73448872,0.78315220,5.72464490
3.2000,0.04094021,5.45397476,0.28033855,0.74442432,0.79546041,5.51505070
3.2000,0.04189383,5.44627111,0.29110857,0.75436567,0.80858628,5.31382540
3.2000,0.04286966,5.43636209,0.30351690,0.76434681,0.82240413,5.12120040
3.2000,0.04386822,4.89193617,0.31795135,0.77438414,0.83711639,4.93730020
3.2000,0.04489004,4.46323250,0.33519163,0.78451144,0.85311877,4.76217830
3.2000,0.04593567,4.38276549,0.35631944,0.79472239,0.87094617,4.59507600
3.2000,0.04700565,3.81122619,0.38193750,0.80511133,0.89111195,4.43837250
3.2000,0.04810055,3.60967555,0.41262365,0.81578847,0.91420408,4.29294190
3.2000,0.04922096,3.15670841,0.44847822,0.82683758,0.94063441,4.16096090
3.2000,0.05036746,3.77765393,0.48986468,0.83796935,0.97064929,4.03617390
3.2000,0.05154067,2.57939987,0.53651697,0.84918966,1.00447675,3.91642870
3.2000,0.05274120,1.36720056,0.58846897,0.86848991,1.04908076,4.16529560
3.4000,0.00025000,69.53804264,8.73532584,10.63252862,13.76068975,31.42468000
3.4000,0.00075000,70.76304872,1.60196224,2.66193640,3.10679713,51.00859400
3.4000,0.00125000,68.57955090,1.33145796,1.01742134,1.67568687,55.83674100
3.4000,0.00175000,64.74739435,1.27709669,0.50859714,1.37464432,56.34362900
3.4000,0.00225000,64.33454573,1.23386464,0.34111754,1.28014965,55.47002600
3.4000,0.00275000,62.08643679,1.18042214,0.28199669,1.21363857,54.02457300
3.4000,0.00325000,55.96903632,1.13654586,0.25833991,1.16553679,52.35088100
3.4000,0.00375000,49.54305252,1.09594238,0.24359311,1.12268754,50.60687700
3.4000,0.00425000,46.57091607,1.05917775,0.23469136,1.08486752,48.86831100
3.4000,0.00475000,47.96661680,1.02603309,0.22797159,1.05105421,47.17204700
3.4000,0.00525000,45.83903494,0.99557671,0.22260011,1.02015871,45.53424700
3.4000,0.00575000,44.79947041,0.96585526,0.21813105,0.99018055,43.96113600
3.4000,0.00625000,39.68015364,0.93794795,0.21442505,0.96214576,42.45644700
3.4000,0.00675000,36.73193655,0.91155047,0.21135010,0.93573133,41.01911000
3.4000,0.00725000,35.92238890,0.88740186,0.20885444,0.91164809,39.64549700
3.4000,0.00775000,38.57258658,0.86454585,0.20690130,0.88895875,38.33358100
3.4000,0.00825000,37.07278733,0.84266923,0.20588431,0.86745592,37.08012400
3.4000,0.00875000,34.93091758,0.82163357,0.20449914,0.84670043,35.88128580
3.4000,0.00925000,32.39044326,0.80195732,0.20398958,0.82749459,34.73387440
3.4000,0.00975000,29.18659816,0.78329897,0.20389675,0.80940173,33.63502080
3.4000,0.01025000,30.44098329,0.76623001,0.20419669,0.79297208,32.58176280
3.4000,0.01075000,31.51201180,0.74983946,0.20486555,0.77732175,31.57127700
3.4000,0.01125000,30.35664541,0.73379873,0.20587343,0.76213151,30.60101050
3.4000,0.01175000,27.92985978,0.71792628,0.20719125,0.74722578,29.66870380
3.4000,0.01225000,27.01390616,0.70293206,0.20880579,0.73328939,28.77252160
3.4000,0.01275000,25.32715011,0.68868017,0.21068631,0.72018685,27.91007420
3.4000,0.01325000,25.52957372,0.67575443,0.21280085,0.70846895,27.07968850
3.4000,0.01375000,25.70821908,0.66304515,0.21513406,0.69707355,26.27984010
3.4000,0.01425000,24.30187147,0.65030192,0.21788731,0.68583341,25.50915500
3.4000,0.01475000,23.54891048,0.63811587,0.22038530,0.67510114,24.76584150
3.4000,0.01525000,22.95799101,0.62603719,0.22325358,0.66465383,24.04866050
3.4000,0.01575000,23.18288646,0.61564435,0.22626550,0.65590704,23.35666840
3.4000,0.01625000,21.09913465,0.60528699,0.22939800,0.64729883,22.68842220
3.4000,0.01675000,20.99977234,0.59512044,0.23263983,0.63897545,22.04313970
3.4000,0.01725000,20.31088004,0.58546006,0.23597592,0.63122747,21.41963440
3.4000,0.01775000,20.58744733,0.57609713,0.23939313,0.62385653,20.81710580
3.4000,0.01825000,17.70658863,0.56770335,0.24288399,0.61747852,20.23476350
3.4000,0.01875000,19.70291382,0.55985056,0.24643048,0.61168671,19.67162500
3.4000,0.01925000,19.23664849,0.55235314,0.25002426,0.60630530,19.12707370
3.4000,0.01975000,17.33761366,0.54503154,0.25365983,0.60116777,18.60031450
3.4000,0.02025000,18.03335403,0.53818561,0.25732631,0.59654051,18.09071090
3.4000,0.02075000,16.99679918,0.53215744,0.26101608,0.59272332,17.59761480
3.4000,0.02125000,15.75284571,0.52654567,0.26472346,0.58934612,17.12041540
3.4000,0.02175000,16.48873925,0.52129544,0.26844239,0.58635335,16.65854800
3.4000,0.02225000,15.77923416,0.51611933,0.27216619,0.58348401,16.21146590
3.4000,0.02275000,15.58524140,0.51115797,0.27589573,0.58086223,15.77865890
3.4000,0.02325000,14.56376141,0.50650395,0.27961372,0.57855863,15.35959960
3.4000,0.02375000,14.92197783,0.50222000,0.28332748,0.57662760,14.95384790
3.4000,0.02425000,14.44567742,0.49851527,0.28703157,0.57524307,14.56092260
3.4000,0.02475000,15.10183954,0.49516124,0.29072058,0.57419780,14.18039930
3.4000,0.02525000,14.22422983,0.49204416,0.29577602,0.57410009,13.81185520
3.4000,0.02575000,13.53785086,0.48898982,0.29804716,0.57266321,13.45487500
3.4000,0.02625000,13.54069879,0.48628844,0.30808718,0.57566844,13.10911710
3.4000,0.02675000,13.64179271,0.48412409,0.30528870,0.57234371,12.77423550
3.4000,0.02725000,13.28488038,0.48225857,0.30887476,0.57269272,12.44980370
3.4000,0.02775000,13.09704051,0.48082268,0.31243463,0.57341595,12.13553340
3.4000,0.02825000,12.73630081,0.47957468,0.31853374,0.57572182,11.83105190
3.4000,0.02875000,12.40782744,0.47852559,0.32489952,0.57839990,11.53616840
3.4000,0.02925000,12.05046547,0.47744075,0.32695656,0.57866248,11.24960290
3.4000,0.02975000,11.98268804,0.47483527,0.32652342,0.57626910,10.98046460
3.4000,0.03034939,10.66040124,0.38131775,0.33049695,0.50461020,10.65786890
3.4000,0.03105632,10.94941065,0.37546575,0.33527954,0.50337551,10.29023740
3.4000,0.03177972,10.64416908,0.37139759,0.34011325,0.50360023,9.93562500
3.4000,0.03251996,11.17279322,0.36786818,0.34499957,0.50433292,9.58874390
3.4000,0.03327745,9.98884937,0.36567250,0.34993934,0.50613626,9.25011000
3.4000,0.03405258,10.50515519,0.36429231,0.35994824,0.51212462,8.91991180
3.4000,0.03484577,8.84307837,0.36295037,0.36585765,0.51534919,8.59831240
3.4000,0.03565743,9.47430841,0.36191582,0.36511655,0.51409450,8.28546860
3.4000,0.03648800,9.00061168,0.36105520,0.37413298,0.51993879,7.98146830
3.4000,0.03733791,8.48695526,0.36114984,0.37554788,0.52102344,7.68641640
3.4000,0.03820762,7.71367239,0.36256542,0.38090508,0.52587295,7.40048770
3.4000,0.03909759,7.18041857,0.36604750,0.38635553,0.53222304,7.12374910
3.4000,0.04000829,7.83573347,0.37219944,0.39193613,0.54050565,6.85633630
3.4000,0.04094021,6.51468787,0.37960158,0.40550640,0.55545729,6.59843710
3.4000,0.04189383,7.34960827,0.38875629,0.40563692,0.56184764,6.35004960
3.4000,0.04286966,6.82152227,0.39902914,0.40976717,0.57195576,6.11157650
3.4000,0.04386822,6.45545532,0.41170820,0.41622419,0.58544531,5.88287550
3.4000,0.04489004,5.38955564,0.42820660,0.42304973,0.60194017,5.66410500
3.4000,0.04593567,5.59181315,0.44937053,0.43037099,0.62221626,5.45586970
3.4000,0.04700565,5.73537027,0.47490759,0.43825616,0.64622417,5.25736000
3.4000,0.04810055,5.75125398,0.50507850,0.44681705,0.67435137,5.06929810
3.4000,0.04922096,3.95511180,0.54015973,0.45624715,0.70706011,4.89212160
3.4000,0.05036746,3.56522931,0.58091109,0.46710143,0.74541361,4.73508450
3.4000,0.05154067,3.47426775,0.62809865,0.47976282,0.79036718,4.59463570
3.4000,0.05274120,3.39111813,0.68063143,0.50784297,0.84921354,4.82909630
3.6000,0.00025000,79.12579375,12.53489617,13.20504319,18.20705324,37.11848000
3.6000,0.00075000,90.87102192,2.41207970,3.18988878,3.99918978,58.46464100
3.6000,0.00125000,83.88835986,2.07464117,1.21276458,2.40310922,64.43339800
3.6000,0.00175000,75.54093365,2.01785322,0.63108877,2.11423855,65.24459400
3.6000,0.00225000,77.27682684,1.95517797,0.45017973,2.00633563,64.40998500
3.6000,0.00275000,75.78660226,1.88345061,0.38882445,1.92316683,62.87221800
3.6000,0.00325000,70.35746603,1.81545224,0.36256364,1.85130203,61.03902100
3.6000,0.00375000,59.07197984,1.75421763,0.43603613,1.80759703,59.10061600
3.6000,0.00425000,53.51732434,1.69940941,0.33948216,1.73298600,57.15036400
3.6000,0.00475000,52.99301701,1.65240073,0.33420402,1.68585898,55.23689700
3.6000,0.00525000,55.99981628,1.60661265,0.33159291,1.64047495,53.37936500
3.6000,0.00575000,49.89574643,1.56238768,0.33141022,1.59714996,51.58866500
3.6000,0.00625000,51.52433167,1.51821612,0.33348724,1.55441112,49.86946100
3.6000,0.00675000,44.38756037,1.47755746,0.33761792,1.51563911,48.22330000
3.6000,0.00725000,45.48100194,1.43941119,0.34364074,1.47986267,46.64577500
3.6000,0.00775000,43.31228598,1.40292004,0.35141962,1.44626429,45.13626500
3.6000,0.00825000,44.45601004,1.36734354,0.36076555,1.41413583,43.69074800
3.6000,0.00875000,40.37847648,1.33461010,0.37151154,1.38535372,42.30626900
3.6000,0.00925000,38.84682628,1.30387466,0.38348749,1.35909963,40.97854160
3.6000,0.00975000,38.89431497,1.27418297,0.39653275,1.33445887,39.70531340
3.6000,0.01025000,36.03000545,1.24618732,0.41049519,1.31205531,38.48274280
3.6000,0.01075000,35.80006638,1.21953041,0.42524356,1.29154423,37.30883770
3.6000,0.01125000,37.24772613,1.19370514,0.44065075,1.27244059,36.17954550
3.6000,0.01175000,33.51201612,1.16846754,0.45660975,1.25451539,35.09383040
3.6000,0.01225000,31.99247048,1.14433805,0.47302660,1.23825027,34.04841990
3.6000,0.01275000,31.00225887,1.12141234,0.48979405,1.22370905,33.04149050
3.6000,0.01325000,31.48153125,1.10002992,0.50685992,1.21118653,32.07093260
3.6000,0.01375000,30.82135438,1.07963079,0.52414883,1.20013942,31.13532410
3.6000,0.01425000,29.04834745,1.05961210,0.54160401,1.19000534,30.23249880
3.6000,0.01475000,28.58879911,1.04030311,0.55917310,1.18106101,29.36123590
3.6000,0.01525000,27.14321375,1.02156089,0.57681910,1.17316109,28.51997050
3.6000,0.01575000,26.01805107,1.00380326,0.59449819,1.16664009,27.70732670
3.6000,0.01625000,26.46967737,0.98737885,0.61220226,1.16176960,26.92206440
3.6000,0.01675000,26.80298570,0.97163909,0.62983433,1.15791787,26.16280260
3.6000,0.01725000,25.10577193,0.95590190,0.64743752,1.15452318,25.42891130
3.6000,0.01775000,23.96289543,0.94130667,0.66496702,1.15249268,24.71915550
3.6000,0.01825000,23.07071350,0.92838852,0.68240437,1.15220700,24.03246720
3.6000,0.01875000,25.17585918,0.91623256,0.69973194,1.15286898,23.36806360
3.6000,0.01925000,21.09598726,0.90425415,0.71693821,1.15398266,22.72512190
3.6000,0.01975000,23.55666259,0.89145599,0.73400788,1.15475597,22.10280190
3.6000,0.02025000,21.22380994,0.87938838,0.75092976,1.15638204,21.50022370
3.6000,0.02075000,21.11591441,0.86947888,0.76769695,1.15989315,20.91670950
3.6000,0.02125000,21.40794757,0.86047366,0.78429912,1.16427662,20.35176650
3.6000,0.02175000,21.07888562,0.85186838,0.80073100,1.16912355,19.80458110
3.6000,0.02225000,19.98336210,0.84267203,0.82587214,1.17989870,19.27462090
3.6000,0.02275000,19.78598084,0.83454163,0.84135993,1.18505116,18.76129570
3.6000,0.02325000,19.70782090,0.82651572,0.84897681,1.18485858,18.26403870
3.6000,0.02375000,18.48094596,0.81839304,0.86464227,1.19053494,17.78230860
3.6000,0.02425000,19.11555694,0.80982594,0.88014454,1.19602360,17.31547000
3.6000,0.02475000,17.67086314,0.80246651,0.89545364,1.20240996,16.86313290
3.6000,0.02525000,16.76989988,0.79671168,0.91056429,1.20990778,16.42478660
3.6000,0.02575000,18.33253279,0.79302511,0.92547738,1.21876873,15.99989310
3.6000,0.02625000,17.39625009,0.78978769,0.94097984,1.22849813,15.58823270
3.6000,0.02675000,17.30278976,0.78671786,0.96611813,1.24591703,15.18913180
3.6000,0.02725000,16.72786221,0.78368595,0.99565157,1.26707763,14.80243030
3.6000,0.02775000,17.12563581,0.78055354,0.98312540,1.25530848,14.42750360
3.6000,0.02825000,18.73468929,0.77702867,1.00998756,1.27430311,14.06425500
3.6000,0.02875000,15.10047486,0.77305045,1.01182072,1.27333741,13.71201350
3.6000,0.02925000,14.15680906,0.76967138,1.02425760,1.28120945,13.36975000
3.6000,0.02975000,15.41391145,0.76398787,1.03848391,1.28923477,13.04759870
3.6000,0.03034939,14.26957792,0.61399325,1.05475787,1.22045150,12.66171850
3.6000,0.03105632,14.80902786,0.60078805,1.07142366,1.22837084,12.22188640
3.6000,0.03177972,12.46121208,0.58892219,1.09048248,1.23934716,11.79705340
3.6000,0.03251996,12.88469295,0.57948220,1.11770858,1.25899646,11.38125530
3.6000,0.03327745,11.90029011,0.57461280,1.12596989,1.26411553,10.97514440
3.6000,0.03405258,12.78281752,0.57172482,1.14413544,1.27902900,10.57908420
3.6000,0.03484577,13.30707857,0.57009811,1.16484756,1.29687381,10.19288650
3.6000,0.03565743,11.79386214,0.56878768,1.18036050,1.31025583,9.81692650
3.6000,0.03648800,11.19862764,0.56780592,1.19839724,1.32610690,9.45178540
3.6000,0.03733791,10.69997862,0.56716116,1.22412797,1.34913346,9.09733820
3.6000,0.03820762,10.72336439,0.56709791,1.24451855,1.36763536,8.75336790
3.6000,0.03909759,9.77323131,0.56817485,1.25204406,1.37493163,8.42053130
3.6000,0.04000829,9.28516211,0.57150233,1.26973466,1.39242272,8.09853890
3.6000,0.04094021,10.53550827,0.57708290,1.28731204,1.41074340,7.78761680
3.6000,0.04189383,8.31527052,0.58536165,1.30486020,1.43014279,7.48793720
3.6000,0.04286966,8.46708369,0.59538531,1.32873527,1.45602922,7.19845100
3.6000,0.04386822,8.83416922,0.60669418,1.34549490,1.47595202,6.92070390
3.6000,0.04489004,8.51383634,0.62000423,1.35637621,1.49136236,6.65626270
3.6000,0.04593567,7.57156787,0.63656201,1.37334463,1.51369966,6.40392700
