z,k_s_per_km,p1d_kms,e_stat_kms,e_syst_kms,e_total_kms,pfid_kms
3.6000,0.04700565,7.11470002,0.65902501,1.39024666,1.53853818,6.16785950
3.6000,0.04810055,6.06598165,0.68813268,1.40712431,1.56637333,5.94763860
3.6000,0.04922096,7.07837744,0.72369828,1.42408696,1.59742382,5.75179570
3.6000,0.05036746,6.10348125,0.76462921,1.44112329,1.63140864,5.57099720
3.6000,0.05154067,4.49596870,0.81503935,1.45834472,1.67064612,5.40513020
3.6000,0.05274120,4.44144094,0.87747360,1.48041933,1.72093036,5.67175850
3.8000,0.00025000,119.74971234,21.62036726,16.53382280,27.21778053,34.07508000
3.8000,0.00075000,114.06591645,4.09679122,3.97033404,5.70501978,67.03612700
3.8000,0.00125000,99.14141605,3.52972461,1.62350653,3.88519359,73.60298700
3.8000,0.00175000,99.83627595,3.43370744,1.04180655,3.58827364,74.87681300
3.8000,0.00225000,95.81910544,3.34113286,0.82742239,3.44206284,74.10725000
3.8000,0.00275000,86.41666691,3.21499355,0.77865279,3.30794252,72.49837700
3.8000,0.00325000,88.83393974,3.10084673,0.75685654,3.19187755,70.51145000
3.8000,0.00375000,66.68128148,2.99361017,0.74289904,3.08441256,68.37954600
3.8000,0.00425000,74.07151771,2.89584930,0.73393470,2.98740746,66.21518200
3.8000,0.00475000,62.14298591,2.81021387,0.72559730,2.90237720,64.07702400
3.8000,0.00525000,68.12996170,2.73538499,0.73841372,2.83329946,61.99151000
3.8000,0.00575000,63.62895093,2.66410944,0.72090624,2.75992480,59.97199000
3.8000,0.00625000,63.52574697,2.58881767,0.73451415,2.69100130,58.02965900
3.8000,0.00675000,50.88316882,2.51624422,0.71168860,2.61495423,56.16281300
3.8000,0.00725000,56.23980372,2.45230538,0.71172053,2.55349717,54.36861000
3.8000,0.00775000,57.23859122,2.39283681,0.71316054,2.49685121,52.64783200
3.8000,0.00825000,54.90206689,2.33474729,0.71592366,2.44204660,50.99727000
3.8000,0.00875000,49.53142932,2.27727034,0.74339457,2.39553662,49.41271200
3.8000,0.00925000,46.28607204,2.22119519,0.72525114,2.33659951,47.89103000
3.8000,0.00975000,43.25776152,2.16966546,0.73186292,2.28977544,46.42964070
3.8000,0.01025000,45.89406990,2.12087108,0.73965085,2.24614726,45.02540010
3.8000,0.01075000,43.33349053,2.07333779,0.74837599,2.20426773,43.67329860
3.8000,0.01125000,44.53111069,2.02701887,0.75820396,2.16418085,42.37251930
3.8000,0.01175000,37.68314493,1.98413155,0.76884431,2.12788618,41.11901030
3.8000,0.01225000,37.59509930,1.94283593,0.78035690,2.09369729,39.91191640
3.8000,0.01275000,38.66882068,1.90462985,0.79282359,2.06305213,38.74796280
3.8000,0.01325000,37.62476611,1.86789075,0.80593276,2.03434104,37.62497950
3.8000,0.01375000,37.77588555,1.83216356,0.81967390,2.00715934,36.54173190
3.8000,0.01425000,34.35100072,1.79798798,0.83401760,1.98200559,35.49544630
3.8000,0.01475000,34.78093601,1.76485630,0.84890477,1.95840677,34.48442840
3.8000,0.01525000,34.78650584,1.73266166,0.89201615,1.94879687,33.50744820
3.8000,0.01575000,32.15208955,1.70077161,0.87991571,1.91490880,32.56285580
3.8000,0.01625000,34.89590009,1.66807800,0.89596620,1.89347290,31.64974690
3.8000,0.01675000,33.23098069,1.63692711,0.91230200,1.87398647,30.76673440
3.8000,0.01725000,28.09537671,1.60930111,0.92893124,1.85816127,29.91214820
3.8000,0.01775000,27.61632668,1.58566395,0.94578057,1.84630200,29.08521450
3.8000,0.01825000,31.33358622,1.56316484,0.96278052,1.83587327,28.28460970
3.8000,0.01875000,27.26194246,1.53960482,0.97993766,1.82500982,27.50973620
3.8000,0.01925000,26.60671630,1.51452272,0.99758759,1.81354903,26.75980770
3.8000,0.01975000,25.86627087,1.48940050,1.01451788,1.80209888,26.03284450
3.8000,0.02025000,26.24585628,1.46589209,1.03190599,1.79267108,25.32902370
3.8000,0.02075000,23.32946873,1.44576594,1.04933312,1.78643196,24.64755590
3.8000,0.02125000,23.59757282,1.42948509,1.06676516,1.78365230,23.98700060
3.8000,0.02175000,23.11718836,1.41530873,1.08419688,1.78285773,23.34713110
3.8000,0.02225000,23.98881617,1.40094505,1.10160550,1.78218453,22.72690820
3.8000,0.02275000,22.28166900,1.38505091,1.11895369,1.78056828,22.12592380
3.8000,0.02325000,23.26419586,1.36798262,1.15013797,1.78723076,21.54341550
3.8000,0.02375000,22.90875263,1.35128241,1.15342481,1.77661277,20.97863820
3.8000,0.02425000,19.27009744,1.33669416,1.17055399,1.77678021,20.43136980
3.8000,0.02475000,22.13406623,1.32379919,1.18760519,1.77844043,19.90092320
3.8000,0.02525000,22.34361375,1.31083974,1.21750097,1.78902472,19.38661210
3.8000,0.02575000,18.94722119,1.29754095,1.22131169,1.78191323,18.88802480
3.8000,0.02625000,18.75544071,1.28528031,1.23800115,1.78454261,18.40468630
3.8000,0.02675000,19.03122558,1.27535313,1.25456109,1.78897992,17.93637160
3.8000,0.02725000,20.55591283,1.26816750,1.27099526,1.79546032,17.48221130
3.8000,0.02775000,19.41753250,1.26225862,1.37033070,1.86308965,17.04193390
3.8000,0.02825000,19.17004774,1.25462053,1.30995060,1.81384763,16.61488380
3.8000,0.02875000,18.81398684,1.24492682,1.31949689,1.81408788,16.20110160
3.8000,0.02925000,18.60475925,1.23656315,1.33761320,1.82161947,15.79877110
3.8000,0.02975000,15.80059248,1.22457250,1.35152798,1.82378883,15.42034440
3.8000,0.03034939,16.63311069,0.97736081,1.37932393,1.69049361,14.96673010
3.8000,0.03105632,15.53599778,0.95566535,1.41582734,1.70817543,14.44906210
3.8000,0.03177972,15.98027350,0.93722038,1.41426734,1.69662434,13.94895210
3.8000,0.03251996,16.40759755,0.92009355,1.44565611,1.71362006,13.45935410
3.8000,0.03327745,14.83592723,0.90440047,1.45737218,1.71518917,12.98062330
3.8000,0.03405258,14.02769411,0.88982490,1.47967479,1.72662266,12.51313420
3.8000,0.03484577,12.65684218,0.87588064,1.50214324,1.73885054,12.05810340
3.8000,0.03565743,12.59775216,0.86361935,1.52473751,1.75233069,11.61527010
3.8000,0.03648800,13.34470829,0.85244078,1.54971737,1.76869421,11.18304140
3.8000,0.03733791,11.65001457,0.84387876,1.57293294,1.78500683,10.76302060
3.8000,0.03820762,10.81501628,0.83642140,1.59309534,1.79932030,10.35658290
3.8000,0.03909759,10.89145169,0.83009305,1.61609247,1.81681297,9.96147690
3.8000,0.04000829,11.32340172,0.82542206,1.65189324,1.84663825,9.57932070
3.8000,0.04094021,10.01159259,0.82117576,1.66242633,1.85418202,9.21020720
3.8000,0.04189383,8.98211110,0.82385331,1.68688641,1.87731725,8.85248460
3.8000,0.04286966,8.29611031,0.83184764,1.74109763,1.92960915,8.51319200
3.8000,0.04386822,9.34038809,0.84474678,1.73326952,1.92816503,8.18570490
3.8000,0.04489004,9.65169299,0.86025029,1.75788227,1.95708473,7.86636940
3.8000,0.04593567,9.90859158,0.87581409,1.78159417,1.98522747,7.56461010
3.8000,0.04700565,6.33600159,0.89450073,1.80622246,2.01558208,7.27135820
3.8000,0.04810055,9.23010866,0.91466424,1.83163590,2.04731550,7.00135050
3.8000,0.04922096,6.41349919,0.94079269,1.85748572,2.08214891,6.73696550
3.8000,0.05036746,5.57786414,0.98231249,1.88608657,2.12656070,6.53690290
3.8000,0.05154067,6.75875119,1.03712971,1.91753965,2.18004503,6.38512510
3.8000,0.05274120,7.35577181,1.09788374,1.97753088,2.26185257,6.77765390
4.0000,0.00025000,-50.15360598,39.33160383,20.81733360,44.50097120,49.52353000
4.0000,0.00075000,161.12450311,7.02151447,4.63758674,8.41480102,75.30915000
4.0000,0.00125000,138.33292430,5.96887279,2.24284470,6.37634650,84.09829800
4.0000,0.00175000,119.66993134,5.78076229,0.85320677,5.84338724,85.70079100
4.0000,0.00225000,109.74451202,5.62195730,0.57475611,5.65126079,85.04430900
4.0000,0.00275000,104.93179002,5.36579160,0.49617192,5.38868315,83.35647000
4.0000,0.00325000,93.98623346,5.15171747,0.47098212,5.17320181,81.20907200
4.0000,0.00375000,89.08821000,4.95819673,0.46234511,4.97970660,78.86300700
4.0000,0.00425000,83.05531563,4.79020625,0.46080378,4.81231919,76.46196900
4.0000,0.00475000,70.93620372,4.64764692,0.46351543,4.67070321,74.07426300
4.0000,0.00525000,76.83757164,4.51843582,0.46854641,4.54266420,71.73285200
4.0000,0.00575000,74.59548229,4.39306456,0.60700735,4.43480261,69.45983000
4.0000,0.00625000,69.23385656,4.27407099,0.48674907,4.30169821,67.26383600
4.0000,0.00675000,64.31952682,4.16456212,0.49845167,4.19428560,65.14824100
4.0000,0.00725000,67.07940760,4.05920670,0.51199273,4.09136842,63.11250500
4.0000,0.00775000,58.26607841,3.94900644,0.52743504,3.98407324,61.15496500
4.0000,0.00825000,59.76295185,3.84423541,0.54441355,3.88259346,59.27502200
4.0000,0.00875000,62.04414507,3.73891148,0.56276487,3.78102676,57.46728900
4.0000,0.00925000,44.00767983,3.64657933,0.58239891,3.69279424,55.72816600
4.0000,0.00975000,53.84272063,3.55796074,0.60333500,3.60875293,54.05592800
4.0000,0.01025000,49.24198732,3.47546004,0.62534507,3.53127158,52.44626560
4.0000,0.01075000,55.29453848,3.39541285,0.67694900,3.46223748,50.89687400
4.0000,0.01125000,49.99308398,3.31656710,0.67162356,3.38388764,49.40348570
4.0000,0.01175000,53.35847367,3.23947930,0.69581275,3.31336408,47.96435720
4.0000,0.01225000,42.70545733,3.16166119,0.72057589,3.24273513,46.57575030
4.0000,0.01275000,45.81317548,3.08864705,0.74586134,3.17742816,45.23515100
4.0000,0.01325000,43.64989096,3.02191583,0.77147204,3.11883703,43.94014280
4.0000,0.01375000,41.84627628,2.95848461,0.79741145,3.06406531,42.69020020
4.0000,0.01425000,36.86553484,2.89792420,0.82369123,3.01271172,41.48319750
4.0000,0.01475000,39.86950820,2.84225058,0.85012516,2.96666498,40.31596410
4.0000,0.01525000,41.92536139,2.79050480,0.87669534,2.92498064,39.18760400
4.0000,0.01575000,41.94421467,2.74033747,0.92219007,2.89134639,38.09611560
4.0000,0.01625000,40.48207483,2.68916603,0.93006495,2.84545862,37.03978750
4.0000,0.01675000,27.17023685,2.63777351,0.95684249,2.80595735,36.01761720
4.0000,0.01725000,39.26035088,2.58727962,0.98357061,2.76792829,35.02777850
4.0000,0.01775000,37.41442867,2.53602123,1.01025889,2.72984005,34.07008230
4.0000,0.01825000,30.13850062,2.48845833,1.03686825,2.69583394,33.14185750
4.0000,0.01875000,27.96474760,2.44528607,1.06335362,2.66648549,32.24198510
4.0000,0.01925000,34.99880288,2.40446365,1.08974705,2.63988524,31.37081490
4.0000,0.01975000,33.27539198,2.36679171,1.11601770,2.61671521,30.52708560
4.0000,0.02025000,30.36615581,2.33231702,1.14214279,2.59695838,29.70927990
4.0000,0.02075000,32.61406219,2.29925037,1.16811103,2.57896019,28.91664940
4.0000,0.02125000,31.53658280,2.26167387,1.19389668,2.55745146,28.14848680
4.0000,0.02175000,28.61145925,2.21974220,1.21949844,2.53267287,27.40413470
4.0000,0.02225000,26.68790717,2.17669984,1.24490818,2.50755231,26.68253290
4.0000,0.02275000,29.20508200,2.14010151,1.27009265,2.48860801,25.98222030
4.0000,0.02325000,27.07978702,2.11209652,1.29506325,2.47752710,25.30356240
4.0000,0.02375000,24.24335508,2.09038595,1.31981414,2.47216965,24.64535520
4.0000,0.02425000,27.09266730,2.06924710,1.34623557,2.46862994,24.00697610
4.0000,0.02475000,26.36924628,2.04502678,1.36861813,2.46074178,23.38804850
4.0000,0.02525000,25.49755518,2.01931052,1.39266637,2.45298483,22.78764010
4.0000,0.02575000,25.25919442,1.99478283,1.41647662,2.44654135,22.20520470
4.0000,0.02625000,23.55865744,1.96977486,1.45169636,2.44692364,21.64051960
4.0000,0.02675000,21.52734737,1.94071071,1.46335004,2.43058664,21.09244280
4.0000,0.02725000,24.26667368,1.91036125,1.48641653,2.42051941,20.56117020
4.0000,0.02775000,25.30945354,1.88545766,1.50922866,2.41510285,20.04563860
4.0000,0.02825000,24.15383926,1.86444030,1.53177737,2.41298146,19.54553290
4.0000,0.02875000,17.43209713,1.84714126,1.55962431,2.41751087,19.06061550
4.0000,0.02925000,22.12067370,1.83251259,1.57610350,2.41706529,18.58749490
4.0000,0.02975000,22.07807734,1.81479164,1.59788835,2.41799832,18.14585340
4.0000,0.03034939,20.92809045,1.44597514,1.62366633,2.17419789,17.61164080
4.0000,0.03105632,22.35399675,1.41500948,1.65360149,2.17638455,17.00298880
4.0000,0.03177972,19.88180804,1.38785088,1.68369514,2.18196228,16.41506860
4.0000,0.03251996,21.97540170,1.35492174,1.71393415,2.18480736,15.83841410
4.0000,0.03327745,18.66176483,1.31899654,1.76587463,2.20410188,15.27485120
4.0000,0.03405258,17.59606104,1.28511561,1.78025936,2.19564239,14.72360230
4.0000,0.03484577,17.16745104,1.25363349,1.80537244,2.19794599,14.18496520
4.0000,0.03565743,18.35487345,1.22110964,1.83606842,2.20505237,13.66207540
4.0000,0.03648800,14.84042318,1.19294402,1.86680682,2.21541940,13.15219300
4.0000,0.03733791,15.17698220,1.17084413,1.89754674,2.22969944,12.65344890
4.0000,0.03820762,15.77518710,1.15452565,1.92832830,2.24752742,12.16983650
4.0000,0.03909759,15.15029026,1.14338553,1.95914764,2.26838929,11.70279750
4.0000,0.04000829,13.82825102,1.13210659,2.00416143,2.30180980,11.24700930
4.0000,0.04094021,13.15156574,1.12541463,2.02063365,2.31290260,10.80289140
4.0000,0.04189383,15.51644358,1.11845630,2.06329311,2.34693906,10.37367910
4.0000,0.04286966,11.83402489,1.10484435,2.08205421,2.35703856,9.96517980
4.0000,0.04386822,12.83431884,1.09733693,2.11273400,2.38071277,9.57047280
4.0000,0.04489004,11.03621852,1.08758388,2.14864532,2.40821831,9.18696580
4.0000,0.04593567,9.68989282,1.09070125,2.19356572,2.44976730,8.82347600
4.0000,0.04700565,10.23619206,1.09438603,2.21232364,2.46820920,8.47866670
4.0000,0.04810055,8.68001140,1.11013012,2.23510966,2.49561697,8.13546490
4.0000,0.04922096,11.27887739,1.13358491,2.26550126,2.53328062,7.79767920
4.0000,0.05036746,10.25132838,1.15560248,2.29663542,2.57098256,7.51120530
4.0000,0.05154067,4.99103591,1.17642862,2.32770290,2.60809990,7.21290300
4.0000,0.05274120,8.09564791,1.20557070,2.36922442,2.65831245,7.59754200
4.2000,0.00025000,120.28425922,71.38947274,26.35026058,76.09726047,50.09805000
4.2000,0.00075000,133.14184024,13.51194133,5.69525657,14.66316835,85.26115000
4.2000,0.00125000,151.81962271,11.64499166,2.05112559,11.82425249,95.33272700
4.2000,0.00175000,137.39068244,11.46298991,1.01993050,11.50827510,97.55682600
4.2000,0.00225000,140.47176323,11.22258712,0.71886124,11.24558683,97.05520300
4.2000,0.00275000,125.16613132,10.77233340,0.63188528,10.79085010,95.33951600
4.2000,0.00325000,117.21141312,10.40354873,0.60487928,10.42111823,93.04532100
4.2000,0.00375000,105.64995392,10.09924746,0.60128348,10.11713107,90.49574800
4.2000,0.00425000,87.32582775,9.81783873,0.60261754,9.83631563,87.86328200
4.2000,0.00475000,108.48828281,9.52990948,0.60432189,9.54905124,85.22436400
4.2000,0.00525000,102.37726949,9.28869509,0.61260864,9.30887458,82.62156100
4.2000,0.00575000,93.62947227,9.07190276,0.61945400,9.09302716,80.07706800
4.2000,0.00625000,81.49066031,8.84332805,0.62801037,8.86559913,77.61370900
4.2000,0.00675000,85.45143477,8.65562798,0.64027991,8.67927728,75.23379000
4.2000,0.00725000,76.27948865,8.46992718,0.65606603,8.49529806,72.93869100
4.2000,0.00775000,89.18115912,8.28402069,0.67302683,8.31131541,70.72979500
4.2000,0.00825000,78.72301592,8.09025515,0.69175914,8.11977580,68.60212000
4.2000,0.00875000,81.16110753,7.89517167,0.71242701,7.92724971,66.54872600
4.2000,0.00925000,89.29980885,7.65837041,0.73506343,7.69356585,64.57488100
4.2000,0.00975000,57.42253260,7.44293498,0.75890930,7.48152554,62.67671700
4.2000,0.01025000,68.99990462,7.24371808,0.78367643,7.28598657,60.84188900
4.2000,0.01075000,60.11153283,7.07981206,0.81010875,7.12600975,59.07125770
4.2000,0.01125000,53.49371379,6.93892230,0.83777783,6.98931430,57.36388070
4.2000,0.01175000,59.45998839,6.81055736,0.86621287,6.86542179,55.71449810
4.2000,0.01225000,51.26407541,6.69702343,0.89557233,6.75663915,54.12218660
4.2000,0.01275000,48.61643541,6.55827124,0.92525455,6.62321807,52.58637690
4.2000,0.01325000,48.54434365,6.41476350,0.95618104,6.48563589,51.11120290
4.2000,0.01375000,58.12543558,6.27567576,0.98761090,6.35291126,49.68336500
4.2000,0.01425000,48.22812636,6.16430885,1.01871343,6.24791810,48.29099670
4.2000,0.01475000,57.50585468,6.06112731,1.05059404,6.15150486,46.94705060
4.2000,0.01525000,54.13318017,5.95017849,1.08289499,6.04791581,45.64429360
4.2000,0.01575000,42.08521302,5.84292942,1.11544295,5.94844830,44.38317110
4.2000,0.01625000,39.16430788,5.75376064,1.14792684,5.86715412,43.16192510
4.2000,0.01675000,60.71338092,5.67097417,1.18033723,5.79250757,41.97908540
4.2000,0.01725000,42.73823897,5.57230451,1.21335434,5.70287702,40.83543900
4.2000,0.01775000,40.34429607,5.47035753,1.24629328,5.61053103,39.72327350
4.2000,0.01825000,47.88539793,5.36828703,1.27925453,5.51860470,38.65008410
4.2000,0.01875000,43.13636515,5.26584297,1.31255106,5.42695978,37.61684550
4.2000,0.01925000,34.94764793,5.15199498,1.34561579,5.32482245,36.60843030
4.2000,0.01975000,42.23258277,5.05446606,1.37841065,5.23904983,35.62636150
4.2000,0.02025000,41.63822073,4.97609049,1.41114703,5.17231210,34.67504240
4.2000,0.02075000,32.18846588,4.91139513,1.44372630,5.11919405,33.75355370
4.2000,0.02125000,35.80979469,4.85414286,1.47623102,5.07365361,32.86053310
4.2000,0.02175000,38.48637100,4.78791142,1.50855496,5.01994361,31.99012360
4.2000,0.02225000,38.95107950,4.71736594,1.54074456,4.96260367,31.14600650
4.2000,0.02275000,32.01217061,4.65087296,1.57287912,4.90964032,30.33282040
4.2000,0.02325000,40.90095512,4.58833198,1.60477602,4.86087404,29.54021570
4.2000,0.02375000,27.98019161,4.52834960,1.63640364,4.81495244,28.77308340
4.2000,0.02425000,33.21912608,4.46792264,1.66789150,4.76908742,28.02903920
4.2000,0.02475000,32.94214858,4.41110569,1.69916427,4.72705115,27.30560340
4.2000,0.02525000,32.56837862,4.35818612,1.73015263,4.68905261,26.60349020
4.2000,0.02575000,37.76288470,4.31754341,1.76087468,4.66281682,25.92323280
4.2000,0.02625000,30.49219410,4.26890019,1.79137770,4.62952945,25.26167110
4.2000,0.02675000,33.25648245,4.22153612,1.82163065,4.59779354,24.62216700
4.2000,0.02725000,28.16856512,4.17304300,1.85157569,4.56537188,23.99756660
4.2000,0.02775000,25.86286796,4.14503754,1.88131709,4.55199848,23.39376960
4.2000,0.02825000,26.14820763,4.13396350,1.91087206,4.55423828,22.80827200
4.2000,0.02875000,38.51894402,4.12563671,1.94018002,4.55907631,22.24237700
4.2000,0.02925000,28.05377121,4.09664598,1.96918991,4.54535116,21.69216780
4.2000,0.02975000,15.37901318,4.01773847,1.99791123,4.48707830,21.16921200
4.2000,0.03034939,24.29815868,3.19739583,2.03200158,3.78845226,20.54595590
4.2000,0.03105632,24.84050994,3.09851061,2.07163254,3.72725494,19.83287210
4.2000,0.03177972,27.16151102,3.02373586,2.11168173,3.68811311,19.14313320
4.2000,0.03251996,21.01608292,2.94702033,2.15213130,3.64919141,18.47114520
4.2000,0.03327745,20.97880578,2.87270955,2.19281898,3.61398882,17.80842290
4.2000,0.03405258,22.45908834,2.79991250,2.23383534,3.58183338,17.16383310
4.2000,0.03484577,22.04454755,2.74190565,2.27527906,3.56299613,16.54206960
4.2000,0.03565743,17.98521267,2.67570899,2.31668823,3.53927436,15.92083210
4.2000,0.03648800,18.65020036,2.64352755,2.35832347,3.54258769,15.31263690
4.2000,0.03733791,22.01523946,2.62558815,2.40047135,3.55752384,14.74198910
4.2000,0.03820762,21.15567168,2.59356024,2.44278747,3.56283109,14.18383610
4.2000,0.03909759,18.87323667,2.55534705,2.48504175,3.56443980,13.62402590
4.2000,0.04000829,20.00660902,2.50364970,2.52776922,3.55779131,13.10632580
4.2000,0.04094021,17.20394237,2.48937020,2.57103699,3.57871418,12.63945170
4.2000,0.04189383,15.99012087,2.49391752,2.61415870,3.61295590,12.16636840
4.2000,0.04286966,13.27972405,2.47373073,2.65713382,3.63038619,11.69073180
4.2000,0.04386822,14.79054633,2.50529701,2.70017546,3.68340340,11.23226670
4.2000,0.04489004,16.10439203,2.54088399,2.74330373,3.73922543,10.79316720
4.2000,0.04593567,17.17379341,2.57579348,2.78663014,3.79473577,10.37469340
4.2000,0.04700565,14.33281652,2.57412148,2.82975021,3.82538726,9.95236690
4.2000,0.04810055,12.64547215,2.58181464,2.87522139,3.86428065,9.71414790
4.2000,0.04922096,13.59585386,2.58868911,2.92154270,3.90342453,9.52270760
4.2000,0.05036746,16.12223193,2.57808174,2.96704190,3.93062884,9.26063160
4.2000,0.05154067,13.36542278,2.56383274,3.01415703,3.95706722,9.08620720
4.2000,0.05274120,9.24806835,2.60050001,3.07132773,4.02438248,9.50608180
4.4000,0.00025000,328.92241553,184.93874398,34.09060739,188.05453607,43.57555000
4.4000,0.00075000,234.22052985,28.06054837,7.09525994,28.94368823,96.32551000
4.4000,0.00125000,190.82591976,21.65692674,2.58506608,21.81066350,107.03342900
4.4000,0.00175000,167.13878531,20.54701290,1.39160961,20.59408450,109.98495400
4.4000,0.00225000,194.72207838,20.08178942,1.07243525,20.11040486,109.61575600
4.4000,0.00275000,156.40384884,19.39897074,0.99000773,19.42421636,107.83016500
4.4000,0.00325000,152.07250992,18.74671208,0.96674944,18.77162269,105.38406700
4.4000,0.00375000,149.91295756,18.04035591,0.96051276,18.06590784,102.65237300
4.4000,0.00425000,114.60284952,17.36843289,0.95709599,17.39478352,99.78787300
4.4000,0.00475000,122.61663794,16.80809068,0.95799747,16.83536966,96.87655700
4.4000,0.00525000,125.74451830,16.39463905,0.96038484,16.42274425,93.99795100
4.4000,0.00575000,92.74106777,15.99523078,0.96413820,16.02426192,91.19628000
4.4000,0.00625000,124.60247387,15.59207862,0.97276745,15.62239394,88.47411000
4.4000,0.00675000,94.75100308,15.17973357,0.98272958,15.21151106,85.82735900
4.4000,0.00725000,79.37255132,14.80991587,0.99568315,14.84334845,83.26445900
4.4000,0.00775000,76.37107816,14.51048750,1.01177249,14.54571865,80.80036300
4.4000,0.00825000,58.67114472,14.28216056,1.02906260,14.31918573,78.42441600
4.4000,0.00875000,76.26912667,13.99750103,1.04881044,14.03673888,76.12480400
4.4000,0.00925000,71.31450240,13.65971256,1.06962654,13.70152722,73.90353600
4.4000,0.00975000,56.61310082,13.33218948,1.09189420,13.37682732,71.76293100
4.4000,0.01025000,65.12929149,13.04885742,1.11638913,13.09652644,69.69806800
4.4000,0.01075000,65.94670070,12.77218526,1.14315477,12.82324137,67.70545000
4.4000,0.01125000,79.46007975,12.55211134,1.17195278,12.60670347,65.78330370
4.4000,0.01175000,73.87702024,12.38419895,1.20252816,12.44244580,63.92861060
4.4000,0.01225000,76.16701998,12.20136602,1.23290694,12.26349837,62.13066450
4.4000,0.01275000,62.83934542,11.98505338,1.26510006,12.05163818,60.39050610
4.4000,0.01325000,52.85671691,11.76984947,1.29835535,11.84124500,58.70407000
4.4000,0.01375000,65.71488027,11.60305744,1.33186873,11.67924725,57.08122360
4.4000,0.01425000,69.39695310,11.48905354,1.36664017,11.57004998,55.51150160
4.4000,0.01475000,71.39257926,11.35781340,1.40322988,11.44416792,53.98829610
4.4000,0.01525000,72.37697913,11.18617139,1.44020327,11.27850238,52.50903920
4.4000,0.01575000,70.14999814,10.94875268,1.47722185,11.04795771,51.07870410
4.4000,0.01625000,45.24056296,10.67598020,1.51515028,10.78296033,49.69347170
4.4000,0.01675000,46.68420357,10.42338388,1.55444983,10.53865483,48.34848010
4.4000,0.01725000,71.22891677,10.20778016,1.59320934,10.33136447,47.04298890
4.4000,0.01775000,29.58340591,10.02061813,1.63209568,10.15266094,45.78241660
4.4000,0.01825000,46.96924149,9.85877588,1.67148442,9.99946609,44.56200300
4.4000,0.01875000,55.55658235,9.72316702,1.71126167,9.87260823,43.37072390
4.4000,0.01925000,39.37905416,9.60658969,1.75120743,9.76490107,42.21202200
4.4000,0.01975000,54.17726657,9.49459104,1.79104838,9.66204499,41.09483510
4.4000,0.02025000,60.59441732,9.37114165,1.83105579,9.54835384,40.01534440
4.4000,0.02075000,60.05377711,9.24223663,1.87152749,9.42982254,38.96489820
4.4000,0.02125000,16.74966212,9.11367246,1.91199597,9.31207572,37.94144900
4.4000,0.02175000,52.15721186,8.98334675,1.95241502,9.19306495,36.95150190
4.4000,0.02225000,40.97095780,8.84998530,1.99269112,9.07155211,35.99091440
4.4000,0.02275000,23.56490570,8.73647784,2.03293160,8.96988606,35.05941630
4.4000,0.02325000,57.77452144,8.66307289,2.07322985,8.90769969,34.14993600
4.4000,0.02375000,32.67046001,8.60149854,2.11344718,8.85733798,33.26877820
4.4000,0.02425000,43.51983187,8.52949176,2.15330183,8.79709830,32.41685480
4.4000,0.02475000,26.04445172,8.46405105,2.19322398,8.74359146,31.59003870
4.4000,0.02525000,45.47587458,8.41662863,2.23311659,8.70783826,30.78542310
4.4000,0.02575000,37.97545427,8.36047385,2.27297670,8.66394518,30.00256280
4.4000,0.02625000,46.65629234,8.25209189,2.31264527,8.57002618,29.24527330
4.4000,0.02675000,15.47281754,8.13428387,2.35201097,8.46749843,28.51167300
4.4000,0.02725000,47.65250628,8.01521187,2.39119166,8.36429428,27.79620030
4.4000,0.02775000,12.23232298,7.94267119,2.43018940,8.30613305,27.10316060
4.4000,0.02825000,32.17209934,7.89316115,2.46894552,8.27028929,26.42919880
4.4000,0.02875000,23.22280568,7.86711999,2.50745025,8.25705055,25.77454230
4.4000,0.02925000,37.16468167,7.86341932,2.54568939,8.26522219,25.13388620
4.4000,0.02975000,41.05309827,7.82375164,2.58375908,8.23935074,24.54498530
4.4000,0.03034939,29.97040962,6.20698850,2.62917713,6.74086631,23.81901380
4.4000,0.03105632,30.69350577,6.03568888,2.68238057,6.60490014,22.99142570
4.4000,0.03177972,27.23946801,5.91569665,2.73612608,6.51781043,22.19380230
4.4000,0.03251996,40.51450458,5.73950512,2.79052563,6.38192387,21.40834610
4.4000,0.03327745,23.22929495,5.60296492,2.84576626,6.28423436,20.64154150
4.4000,0.03405258,28.28926530,5.52322360,2.90208240,6.23923723,19.90427020
4.4000,0.03484577,37.97889082,5.50149157,2.95883220,6.24668692,19.17509780
4.4000,0.03565743,30.48586901,5.43416125,3.01622361,6.21511974,18.46292680
4.4000,0.03648800,21.66888166,5.36296310,3.07439772,6.18169027,17.77550790
4.4000,0.03733791,30.83675782,5.26784763,3.13318869,6.12919978,17.10045390
4.4000,0.03820762,32.89309969,5.15652785,3.19299433,6.06506325,16.47132000
4.4000,0.03909759,22.50444360,5.03296116,3.25279908,5.99261211,15.84451960
4.4000,0.04000829,10.76955207,4.94838727,3.31342777,5.95527834,15.22905750
4.4000,0.04094021,19.65073285,4.96357982,3.37489966,6.00225561,14.63375620
4.4000,0.04189383,21.42496385,5.02714971,3.43743776,6.09000925,14.08818120
4.4000,0.04286966,16.71326724,5.13675598,3.49940844,6.21547435,13.51353970
4.4000,0.04386822,24.26982640,5.22577333,3.56189199,6.32422180,12.95067830
4.4000,0.04489004,27.12917130,5.24416325,3.62707758,6.37627948,12.49319860
4.4000,0.04593567,11.21876879,5.24684718,3.69082809,6.41495264,11.98748730
